pmid,pmcid,doi,title,year,journal,evidence_level,location_in_paper,passage,compounds_in_passage,compounds_in_paper,species,model,age_terms,direction_increase,direction_decrease,pct_values,length_values,concentrations,n_size,stats_reported,measures_actual_length,marker_only_context,canonical_branch,extraction_confidence,manually_read
34490260.0,PMC8417792,10.3389/fcell.2021.710664,G-Protein-Coupled Estrogen Receptor-1 Positively Regulates the Growth Plate Chondrocyte Proliferation in Female Pubertal Mice.,2021.0,Frontiers in cell and developmental biology,FULL_TEXT_VERIFIED,body,Estrogen enhances long bone longitudinal growth during early puberty.,,,mouse,in vivo,12-week-old; 16-week-old; 2-week-old; 4-week-old,True,False,,,,,False,True,False,True,0.0,False
34490260.0,PMC8417792,10.3389/fcell.2021.710664,G-Protein-Coupled Estrogen Receptor-1 Positively Regulates the Growth Plate Chondrocyte Proliferation in Female Pubertal Mice.,2021.0,Frontiers in cell and developmental biology,FULL_TEXT_VERIFIED,body,"The femoral length of CKO mice decreased by 2.84%, and the tibial length decreased by 2.32% in 8-week-old mice compared with that in the control mice, as determined via μ-CT analysis (Figures 3D,E).",,,mouse,in vivo,12-week-old; 16-week-old; 2-week-old; 4-week-old,False,True,2.84; 2.32,,,,False,True,False,True,0.3,False
34490260.0,PMC8417792,10.3389/fcell.2021.710664,G-Protein-Coupled Estrogen Receptor-1 Positively Regulates the Growth Plate Chondrocyte Proliferation in Female Pubertal Mice.,2021.0,Frontiers in cell and developmental biology,FULL_TEXT_VERIFIED,body,These data indicated that the reduced bone length might be associated with a reduction in endochondral ossification because the primary spongiosa thickness and the lengths of metaphysis plus diaphysis were significantly reduced rather than that of the epiphysis.,,,mouse,in vivo,12-week-old; 16-week-old; 2-week-old; 4-week-old,False,True,,,,,False,True,False,True,0.0,False
34490260.0,PMC8417792,10.3389/fcell.2021.710664,G-Protein-Coupled Estrogen Receptor-1 Positively Regulates the Growth Plate Chondrocyte Proliferation in Female Pubertal Mice.,2021.0,Frontiers in cell and developmental biology,FULL_TEXT_VERIFIED,body,"In this study, we found a decrease in the number of proliferative chondrocytes, length of proliferation zone of the growth plate, and length of the tibia in CKO mice.",,,mouse,in vivo,12-week-old; 16-week-old; 2-week-old; 4-week-old,False,True,,,,,False,True,False,True,0.0,False
34490260.0,PMC8417792,10.3389/fcell.2021.710664,G-Protein-Coupled Estrogen Receptor-1 Positively Regulates the Growth Plate Chondrocyte Proliferation in Female Pubertal Mice.,2021.0,Frontiers in cell and developmental biology,FULL_TEXT_VERIFIED,body,"In contrast, a study on full GPER-1 knockout male mice showed increased body length, bone mineral density, trabecular bone volume, and cortical bone thickness (Ford et al., 2011).",,,mouse,in vivo,12-week-old; 16-week-old; 2-week-old; 4-week-old,True,False,,,,,False,True,False,True,0.0,False
34490260.0,PMC8417792,10.3389/fcell.2021.710664,G-Protein-Coupled Estrogen Receptor-1 Positively Regulates the Growth Plate Chondrocyte Proliferation in Female Pubertal Mice.,2021.0,Frontiers in cell and developmental biology,FULL_TEXT_VERIFIED,body,"In this study, using our CKO model, we demonstrated that CKO mice did not only have decreased bone length but also have decreased the number of Ki67- and PCNA-positive proliferative chondrocytes in the growth plate of 8-week-old pubertal female mice.",,,mouse,in vivo,12-week-old; 16-week-old; 2-week-old; 4-week-old,False,True,,,,,False,True,False,True,0.0,False
34490260.0,PMC8417792,10.3389/fcell.2021.710664,G-Protein-Coupled Estrogen Receptor-1 Positively Regulates the Growth Plate Chondrocyte Proliferation in Female Pubertal Mice.,2021.0,Frontiers in cell and developmental biology,FULL_TEXT_VERIFIED,body,These results emphasized that GPER-1 plays a crucial role in promoting the proliferation of growth plate chondrocytes and contributes to bone elongation during pubertal bone growth.,,,mouse,in vivo,12-week-old; 16-week-old; 2-week-old; 4-week-old,True,False,,,,,False,True,False,True,0.0,False
34490260.0,PMC8417792,10.3389/fcell.2021.710664,G-Protein-Coupled Estrogen Receptor-1 Positively Regulates the Growth Plate Chondrocyte Proliferation in Female Pubertal Mice.,2021.0,Frontiers in cell and developmental biology,FULL_TEXT_VERIFIED,body,The length of the long bone is determined by increasing not only the height but also the timing of growth plates closure.,,,mouse,in vivo,12-week-old; 16-week-old; 2-week-old; 4-week-old,True,False,,,,,False,True,False,True,0.0,False
34490260.0,PMC8417792,10.3389/fcell.2021.710664,G-Protein-Coupled Estrogen Receptor-1 Positively Regulates the Growth Plate Chondrocyte Proliferation in Female Pubertal Mice.,2021.0,Frontiers in cell and developmental biology,FULL_TEXT_VERIFIED,body,"In contrast to the results found in the pubertal mice, we demonstrated that the bone lengths in femurs and tibia were shorter but not statistically different in the post-puberty (12-week-old) CKO mice compared with those in the control mice (Figures 3D,E).",,,mouse,in vivo,12-week-old; 16-week-old; 2-week-old; 4-week-old,False,True,,,,,False,True,False,True,0.0,False
34490260.0,PMC8417792,10.3389/fcell.2021.710664,G-Protein-Coupled Estrogen Receptor-1 Positively Regulates the Growth Plate Chondrocyte Proliferation in Female Pubertal Mice.,2021.0,Frontiers in cell and developmental biology,FULL_TEXT_VERIFIED,body,"In conclusion, chondrocyte-specific GPER-1 knockout in female mice and subsequent treatment with a specific GPER-1 agonist or antagonist on the implant culture of epiphytical cartilage showed that GPER-1 plays an important role in facilitating the elongation of long bone by enhancing the growth plate chondrocyte proliferation in female pubertal mice.",,,mouse,in vivo,12-week-old; 16-week-old; 2-week-old; 4-week-old,True,False,,,,,False,True,False,True,0.0,False
33986191.0,PMC8262325,10.1172/jci.insight.141426,Phosphatase inhibition by LB-100 enhances BMN-111 stimulation of bone growth.,2021.0,JCI insight,FULL_TEXT_VERIFIED,body,"In ex vivo experiments with Fgfr3Y367C/+ mice, the combination of BMN-111 and LB-100 increased bone length and cartilage area, restored chondrocyte terminal differentiation, and increased the proliferative growth plate area, more than BMN-111 alone.",BMN-111; LB-100,BMN-111; LB-100; cGMP; cyclic GMP; vosoritide,mouse,,1-day-old; 2-day-old; E16.5,True,False,,,,,False,True,False,True,0.2,False
33986191.0,PMC8262325,10.1172/jci.insight.141426,Phosphatase inhibition by LB-100 enhances BMN-111 stimulation of bone growth.,2021.0,JCI insight,FULL_TEXT_VERIFIED,body,"Over a 6-day culture period, the mean increase in bone length in the BMN-111–stimulated Fgfr3Y367C/+ femurs was 1.78 times that in vehicle-treated bones (Figure 3C).",BMN-111,BMN-111; LB-100; cGMP; cyclic GMP; vosoritide,mouse,,1-day-old; 2-day-old; E16.5,True,False,,,,,False,True,False,True,0.2,False
33986191.0,PMC8262325,10.1172/jci.insight.141426,Phosphatase inhibition by LB-100 enhances BMN-111 stimulation of bone growth.,2021.0,JCI insight,FULL_TEXT_VERIFIED,body,"However, when Fgfr3Y367C/+ femurs were cultured with BMN-111 together with 10 μM LB-100, the mean increase in bone length was 2.06 times that in untreated bones (Figure 3C).",BMN-111; LB-100,BMN-111; LB-100; cGMP; cyclic GMP; vosoritide,mouse,,1-day-old; 2-day-old; E16.5,True,False,,10 μM,,,False,True,False,True,0.2,False
33986191.0,PMC8262325,10.1172/jci.insight.141426,Phosphatase inhibition by LB-100 enhances BMN-111 stimulation of bone growth.,2021.0,JCI insight,FULL_TEXT_VERIFIED,body,"The combination of LB-100 and BMN-111 increased the percent of growth of the 2 synchondroses in explants from Fgfr3Y367C/+ embryos (Figure 6, C and D), leading to a rescue of the skull base anomalies, with similar bone elongation comparing Fgfr3+/+ and treated Fgfr3Y367C/+ explants (Figure 6, C and D).",BMN-111; LB-100,BMN-111; LB-100; cGMP; cyclic GMP; vosoritide,mouse,,1-day-old; 2-day-old; E16.5,True,False,,,,,False,True,False,True,0.2,False
33986191.0,PMC8262325,10.1172/jci.insight.141426,Phosphatase inhibition by LB-100 enhances BMN-111 stimulation of bone growth.,2021.0,JCI insight,FULL_TEXT_VERIFIED,body,"Recent mouse studies indicate that, in addition to increasing prepubertal bone elongation, phosphorylation of NPR2 increases bone density, due to an increase in the number of active osteoblasts at the bone surface (50).",,BMN-111; LB-100; cGMP; cyclic GMP; vosoritide,mouse,,1-day-old; 2-day-old; E16.5,True,False,,,,,False,True,False,True,0.0,False
33986191.0,PMC8262325,10.1172/jci.insight.141426,Phosphatase inhibition by LB-100 enhances BMN-111 stimulation of bone growth.,2021.0,JCI insight,FULL_TEXT_VERIFIED,body,"The results were expressed as the increase in femur length or area (D6 – D0) in the presence or absence of LB-100, BMN-111, or LB-100 + BMN-111.",BMN-111; LB-100,BMN-111; LB-100; cGMP; cyclic GMP; vosoritide,mouse,,1-day-old; 2-day-old; E16.5,True,False,,,,,False,True,False,True,0.2,False
33986191.0,PMC8262325,10.1172/jci.insight.141426,Phosphatase inhibition by LB-100 enhances BMN-111 stimulation of bone growth.,2021.0,JCI insight,FULL_TEXT_VERIFIED,body,"Scale bar (solid line): 1 mm. (C and D) Measurements of growth in bone length (C) and area (D), showing that LB-100 + BMN-111 increases growth more than BMN-111 alone.",BMN-111; LB-100,BMN-111; LB-100; cGMP; cyclic GMP; vosoritide,mouse,,1-day-old; 2-day-old; E16.5,True,False,,1 mm,,,False,True,False,True,0.2,False
33986191.0,PMC8262325,10.1172/jci.insight.141426,Phosphatase inhibition by LB-100 enhances BMN-111 stimulation of bone growth.,2021.0,JCI insight,FULL_TEXT_VERIFIED,caption,"LB-100 and BMN-111 act synergistically to stimulate growth in fetal femurs from Fgfr3Y367C/+ mice.(A) Diagram showing sites of action of LB-100 and BMN-111. (B) Representative photographs of fetal femurs from E16.5 Fgfr3+/+ (WT) and Fgfr3Y367C/+ mice, before (D0) and after a 6-day (D6) culture with the indicated treatments. The upper dashed line indicates the groups compared in C and D. Scale bar (solid line): 1 mm. (C and D) Measurements of growth in bone length (C) and area (D), showing that LB-100 + BMN-111 increases growth more than BMN-111 alone. The concentration of LB-100 was 10 μM, and the concentration of BMN-111 was 0.1 μM. Symbols in graphs C and D indicate individual bones (n = 5–10). Data are shown as mean ± SEM, and data were analyzed by unpaired 2-tailed t tests. *P < 0.05 between indicated groups.",BMN-111; LB-100,BMN-111; LB-100; cGMP; cyclic GMP; vosoritide,mouse,,1-day-old; 2-day-old; E16.5,True,False,,1 mm; 10 μM; 0.1 μM,,5,True,True,False,True,0.6000000000000001,False
32415542.0,PMC7299241,10.1007/s11914-020-00570-x,The Actions of IGF-1 in the Growth Plate and Its Role in Postnatal Bone Elongation.,2020.0,Current osteoporosis reports,FULL_TEXT_VERIFIED,body,Understanding how internal and external variables regulate bone lengthening is essential for developing and improving treatments for an array of bone elongation disorders.,,,mouse,in vivo,28-day-old,True,False,,,,,False,True,False,True,0.0,False
32415542.0,PMC7299241,10.1007/s11914-020-00570-x,The Actions of IGF-1 in the Growth Plate and Its Role in Postnatal Bone Elongation.,2020.0,Current osteoporosis reports,FULL_TEXT_VERIFIED,body,Future studies may benefit from understanding how these unique relationships could offer realistic new approaches for increasing bone length in different growth-limiting conditions.,,,mouse,in vivo,28-day-old,True,False,,,,,False,True,False,True,0.0,False
32415542.0,PMC7299241,10.1007/s11914-020-00570-x,The Actions of IGF-1 in the Growth Plate and Its Role in Postnatal Bone Elongation.,2020.0,Current osteoporosis reports,FULL_TEXT_VERIFIED,body,"IGF-1 is the major regulator of growth and controls bone elongation by promoting chondrocyte proliferation and hypertrophy [2,3].",,,mouse,in vivo,28-day-old,True,False,,,,,False,True,False,True,0.0,False
32415542.0,PMC7299241,10.1007/s11914-020-00570-x,The Actions of IGF-1 in the Growth Plate and Its Role in Postnatal Bone Elongation.,2020.0,Current osteoporosis reports,FULL_TEXT_VERIFIED,body,"Limb length inequalities of 2 cm or more (about 2.4% of adult height [60–62]) typically involve surgical correction [37,63–65].",,,mouse,in vivo,28-day-old,False,False,2.4,,,,False,True,False,True,0.3,False
32415542.0,PMC7299241,10.1007/s11914-020-00570-x,The Actions of IGF-1 in the Growth Plate and Its Role in Postnatal Bone Elongation.,2020.0,Current osteoporosis reports,FULL_TEXT_VERIFIED,body,"Although surgical interventions are typically only performed for a marked length inequality [37,77,78], studies have shown that discrepancies as small as 0.5–1 cm (0.6–1.2% limb length difference based on young adult height) may impact everyday walking [79], leading to problems such as back pain and knee osteoarthritis in adults [58].",,,mouse,in vivo,28-day-old,False,False,1.2,,,,False,True,False,True,0.3,False
32415542.0,PMC7299241,10.1007/s11914-020-00570-x,The Actions of IGF-1 in the Growth Plate and Its Role in Postnatal Bone Elongation.,2020.0,Current osteoporosis reports,FULL_TEXT_VERIFIED,body,A study by Zhang et al. [65] showed that applying intermittent 0.5 N lateral loads to the knee joints of mice (~8-weeks old) increased femoral (2.3%) and tibial length (3.7%).,,,mouse,in vivo,28-day-old,True,False,2.3; 3.7,,,,False,True,False,True,0.3,False
32415542.0,PMC7299241,10.1007/s11914-020-00570-x,The Actions of IGF-1 in the Growth Plate and Its Role in Postnatal Bone Elongation.,2020.0,Current osteoporosis reports,FULL_TEXT_VERIFIED,body,This increase in limb length is noteworthy because treatment occurred during slower rates of longitudinal bone growth when mice were close to skeletal maturity.,,,mouse,in vivo,28-day-old,True,False,,,,,False,True,False,True,0.0,False
32415542.0,PMC7299241,10.1007/s11914-020-00570-x,The Actions of IGF-1 in the Growth Plate and Its Role in Postnatal Bone Elongation.,2020.0,Current osteoporosis reports,FULL_TEXT_VERIFIED,body,Serrat et al. [107] found that a high-fat diet increases the delivery of IGF-1 to the growth plate and accelerates bone elongation in young mice.,,,mouse,in vivo,28-day-old,True,False,,,,,False,True,False,True,0.0,False
32415542.0,PMC7299241,10.1007/s11914-020-00570-x,The Actions of IGF-1 in the Growth Plate and Its Role in Postnatal Bone Elongation.,2020.0,Current osteoporosis reports,FULL_TEXT_VERIFIED,body,"The classic effects of temperature on limb length have been described by Allen’s “extremity size rule,” which states that endotherms (warm-blooded animals) living in warm climates have relatively longer appendages (ears, limbs, tail) compared to their colder climate counterparts [115].",,,mouse,in vivo,28-day-old,True,False,,,,,False,True,False,True,0.0,False
32415542.0,PMC7299241,10.1007/s11914-020-00570-x,The Actions of IGF-1 in the Growth Plate and Its Role in Postnatal Bone Elongation.,2020.0,Current osteoporosis reports,FULL_TEXT_VERIFIED,body,"This correlation between temperature and limb length was long presumed to be a thermoregulatory adaptation by increasing surface area for heat dissipation in warmer environments, while reducing surface area relative to body mass for heat conservation in colder climates [116].",,,mouse,in vivo,28-day-old,True,True,,,,,False,True,False,True,0.0,False
32415542.0,PMC7299241,10.1007/s11914-020-00570-x,The Actions of IGF-1 in the Growth Plate and Its Role in Postnatal Bone Elongation.,2020.0,Current osteoporosis reports,FULL_TEXT_VERIFIED,body,"In reptiles, for example, elevated incubation temperature (32°C) increased tibial length of embryonic crocodiles [118].",,,mouse,in vivo,28-day-old,True,False,,,,,False,True,False,True,0.0,False
32415542.0,PMC7299241,10.1007/s11914-020-00570-x,The Actions of IGF-1 in the Growth Plate and Its Role in Postnatal Bone Elongation.,2020.0,Current osteoporosis reports,FULL_TEXT_VERIFIED,body,"Serrat et al. [80] later showed that targeted intermittent heat exposure (40°C on one side of the body for 40 minutes per day) unilaterally increased limb length on the heat-treated side growing mice, demonstrating a direct impact of temperature on bone elongation.",,,mouse,in vivo,28-day-old,True,False,,,,,False,True,False,True,0.0,False
32415542.0,PMC7299241,10.1007/s11914-020-00570-x,The Actions of IGF-1 in the Growth Plate and Its Role in Postnatal Bone Elongation.,2020.0,Current osteoporosis reports,FULL_TEXT_VERIFIED,body,"While blood flow and vascular transport of nutrients may play a role in heat-enhanced limb elongation (discussed in section 6), temperature may also directly alter growth through changes in IGF-1 expression.",,,mouse,in vivo,28-day-old,True,False,,,,,False,True,False,True,0.0,False
32415542.0,PMC7299241,10.1007/s11914-020-00570-x,The Actions of IGF-1 in the Growth Plate and Its Role in Postnatal Bone Elongation.,2020.0,Current osteoporosis reports,FULL_TEXT_VERIFIED,body,"GHR−/− mice have a 30–40% reduction in body size [160,162–164] as well as a 65% reduction in tibial elongation rate [165,166] and decreased chondrocyte proliferation and hypertrophy [162].",,,mouse,in vivo,28-day-old,False,True,40; 65,,,,False,True,False,True,0.3,False
32415542.0,PMC7299241,10.1007/s11914-020-00570-x,The Actions of IGF-1 in the Growth Plate and Its Role in Postnatal Bone Elongation.,2020.0,Current osteoporosis reports,FULL_TEXT_VERIFIED,body,Uchimura et al. [207] found significantly reduced bone length in IGF2-null mice at postnatal periods prior to weaning (1–3 weeks of age) and their histological analysis suggests that IGF-2 may have a role in controlling the progression of chondrocytes from proliferation to hypertrophy.,,,mouse,in vivo,28-day-old,False,True,,,,,False,True,False,True,0.0,False
32415542.0,PMC7299241,10.1007/s11914-020-00570-x,The Actions of IGF-1 in the Growth Plate and Its Role in Postnatal Bone Elongation.,2020.0,Current osteoporosis reports,FULL_TEXT_VERIFIED,body,"Hypertrophic chondrocytes in both human and murine growth plates secrete VEGF [7,81,234,246–249] to promote vascular invasion from the metaphyseal bone throughout postnatal limb elongation.",,,mouse,in vivo,28-day-old,True,False,,,,,False,True,False,True,0.0,False
32415542.0,PMC7299241,10.1007/s11914-020-00570-x,The Actions of IGF-1 in the Growth Plate and Its Role in Postnatal Bone Elongation.,2020.0,Current osteoporosis reports,FULL_TEXT_VERIFIED,body,"It is especially important to improve chemotherapy in pediatric patients since children are undergoing an essential stage of bone development requiring growth factors, including IGF-1 and VEGF, for bone elongation.",,,mouse,in vivo,28-day-old,True,False,,,,,False,True,False,True,0.0,False
32415542.0,PMC7299241,10.1007/s11914-020-00570-x,The Actions of IGF-1 in the Growth Plate and Its Role in Postnatal Bone Elongation.,2020.0,Current osteoporosis reports,FULL_TEXT_VERIFIED,body,"While there are still gaps in our knowledge, there are many potential avenues of future studies to elucidate the complex mechanisms by which IGF-1 interacts with environmental variables to enhance bone elongation.",,,mouse,in vivo,28-day-old,True,False,,,,,False,True,False,True,0.0,False
32415542.0,PMC7299241,10.1007/s11914-020-00570-x,The Actions of IGF-1 in the Growth Plate and Its Role in Postnatal Bone Elongation.,2020.0,Current osteoporosis reports,FULL_TEXT_VERIFIED,body,"Using targeted excision of the IGF-1 receptor in the growth plate, this study demonstrates that growth hormone can directly promote bone elongation in the absence of locally acting IGF-1 and IGF-2.",,,mouse,in vivo,28-day-old,True,False,,,,,False,True,False,True,0.0,False
32415542.0,PMC7299241,10.1007/s11914-020-00570-x,The Actions of IGF-1 in the Growth Plate and Its Role in Postnatal Bone Elongation.,2020.0,Current osteoporosis reports,FULL_TEXT_VERIFIED,table,"Table 1.Mouse Models with Disrupted IGF-1 RegulationModelPhenotypeCitationIGF-1 null mice (global IGF-1 disruption)95% mice died prenatally; undetectable levels of IGF-1 in serum and tissues; significant decrease in tibial length (70%); abnormal chondrocyte proliferation and differentiation[36,123,124,147]Igf2 null mice (global IGF-2 disruption)Mice are viable; reduced body growth (60%) at birth; normal postnatal growth[148,149]LID mice (systemic disruption of liver-derived IGF-1)75% reduction in serum IGF-1; no significant change in body length; no significant change in tibial length; slight decrease in femoral length (6%)[149,150]ALS knockout mice (systemic disruption ternary complexes (IGF-l/ALS/IGFBP-3)65% reduction in serum IGF-1; no significant change in body length; slight decrease in femoral length (7.5%)[151]LID+ALSKO mice (systemic disruption of liver-derived IGF-1 and ternary ",,,mouse,in vivo,28-day-old,False,True,95; 70; 60; 75,,,,False,True,False,True,0.3,False
32415542.0,PMC7299241,10.1007/s11914-020-00570-x,The Actions of IGF-1 in the Growth Plate and Its Role in Postnatal Bone Elongation.,2020.0,Current osteoporosis reports,FULL_TEXT_VERIFIED,table,"ModelPhenotypeCitationIGF-1 null mice (global IGF-1 disruption)95% mice died prenatally; undetectable levels of IGF-1 in serum and tissues; significant decrease in tibial length (70%); abnormal chondrocyte proliferation and differentiation[36,123,124,147]Igf2 null mice (global IGF-2 disruption)Mice are viable; reduced body growth (60%) at birth; normal postnatal growth[148,149]LID mice (systemic disruption of liver-derived IGF-1)75% reduction in serum IGF-1; no significant change in body length; no significant change in tibial length; slight decrease in femoral length (6%)[149,150]ALS knockout mice (systemic disruption ternary complexes (IGF-l/ALS/IGFBP-3)65% reduction in serum IGF-1; no significant change in body length; slight decrease in femoral length (7.5%)[151]LID+ALSKO mice (systemic disruption of liver-derived IGF-1 and ternary complexes (IGF-l/ALS/IGFBP-3))85–90% reduction in se",,,mouse,in vivo,28-day-old,False,True,95; 70; 60; 75,,,,False,True,False,True,0.3,False
32415542.0,PMC7299241,10.1007/s11914-020-00570-x,The Actions of IGF-1 in the Growth Plate and Its Role in Postnatal Bone Elongation.,2020.0,Current osteoporosis reports,FULL_TEXT_VERIFIED,caption,"GH/IGF-1 Axis in Postnatal Limb Elongation. Flow diagram illustrates the basic pathways in which GH and IGF-1 interplay to promote longitudinal bone growth. In addition to stimulating IGF-1 production in the liver as originally proposed in the somatomedin hypothesis, GH also stimulates longitudinal growth (1) by promoting local production of IGF-1 in growth plate chondrocytes and (2) independent of IGF-1 as explained by the dual effector theory. IGF-1 also has autocrine/paracrine effects independent of GH by promoting longitudinal growth locally in growth plate chondrocytes. The red arrow demonstrates the negative feedback mechanism of IGF-1 inhibiting further GH synthesis and release.",,,mouse,in vivo,28-day-old,True,True,,,,,False,True,False,True,0.0,False
34990412.0,PMC8855815,10.1172/jci.insight.149636,4PBA reduces growth deficiency in osteogenesis imperfecta by enhancing transition of hypertrophic chondrocytes to osteoblasts.,2022.0,JCI insight,FULL_TEXT_VERIFIED,body,"Of note, it has been demonstrated that ER disruption in osteoblasts does not affect bone length, while that in HCs leads to dwarfism (38–44), also supporting the possibility that HC dysfunction is a critical contributor to impaired growth in dominant OI.",,4-phenylbutyric acid; 4PBA,mouse,in vivo,3-week-old; 4-week-old; 7-week-old,False,True,,,,,False,True,False,False,0.0,False
34990412.0,PMC8855815,10.1172/jci.insight.149636,4PBA reduces growth deficiency in osteogenesis imperfecta by enhancing transition of hypertrophic chondrocytes to osteoblasts.,2022.0,JCI insight,FULL_TEXT_VERIFIED,body,Conditional deletion of β-catenin specifically in HCs reduced transition of HCs and resulted in reduced trabecular bone formation with shorter bone length (29).,,4-phenylbutyric acid; 4PBA,mouse,in vivo,3-week-old; 4-week-old; 7-week-old,False,True,,,,,False,True,False,False,0.0,False
34990412.0,PMC8855815,10.1172/jci.insight.149636,4PBA reduces growth deficiency in osteogenesis imperfecta by enhancing transition of hypertrophic chondrocytes to osteoblasts.,2022.0,JCI insight,FULL_TEXT_VERIFIED,body,These studies suggest that HC transition to osteoblasts is critical for trabecular bone formation and longitudinal bone growth. μCT analysis of femora from G610C OI mice and WT littermates at 3 weeks old showed significantly reduced trabecular bones and shorter bone length in G610C OI mice (Figure 2A).,,4-phenylbutyric acid; 4PBA,mouse,in vivo,3-week-old; 4-week-old; 7-week-old,False,True,,,,,False,True,False,False,0.0,False
34990412.0,PMC8855815,10.1172/jci.insight.149636,4PBA reduces growth deficiency in osteogenesis imperfecta by enhancing transition of hypertrophic chondrocytes to osteoblasts.,2022.0,JCI insight,FULL_TEXT_VERIFIED,body,"Female G610C OI mice treated with 4PBA for 4 weeks showed a significant improvement in the femur length compared with PBS-treated G610C OI controls, while 4PBA treatment had no significant effect on femur length in the control littermates (Figure 4A).",4PBA,4-phenylbutyric acid; 4PBA,mouse,in vivo,3-week-old; 4-week-old; 7-week-old,True,False,,,,,False,True,False,False,0.2,False
34990412.0,PMC8855815,10.1172/jci.insight.149636,4PBA reduces growth deficiency in osteogenesis imperfecta by enhancing transition of hypertrophic chondrocytes to osteoblasts.,2022.0,JCI insight,FULL_TEXT_VERIFIED,body,These results indicate that our 4PBA treatment enhanced bone length by improving HC function but not osteoblast function.,4PBA,4-phenylbutyric acid; 4PBA,mouse,in vivo,3-week-old; 4-week-old; 7-week-old,True,False,,,,,False,True,False,False,0.2,False
34990412.0,PMC8855815,10.1172/jci.insight.149636,4PBA reduces growth deficiency in osteogenesis imperfecta by enhancing transition of hypertrophic chondrocytes to osteoblasts.,2022.0,JCI insight,FULL_TEXT_VERIFIED,body,"Moreover, sclerostin antibody, an anabolic agent that stimulates osteoblast activity, has no effect on the bone length despite increasing bone mass and strength in multiple murine models of OI (59–61).",,4-phenylbutyric acid; 4PBA,mouse,in vivo,3-week-old; 4-week-old; 7-week-old,True,False,,,,,False,True,False,False,0.0,False
34990412.0,PMC8855815,10.1172/jci.insight.149636,4PBA reduces growth deficiency in osteogenesis imperfecta by enhancing transition of hypertrophic chondrocytes to osteoblasts.,2022.0,JCI insight,FULL_TEXT_VERIFIED,body,"Although osteoblasts are known to affect chondrocyte activities in the growth plate (62, 63), correction of osteoblast function failed to improve bone length in OI mice.",,4-phenylbutyric acid; 4PBA,mouse,in vivo,3-week-old; 4-week-old; 7-week-old,True,False,,,,,False,True,False,False,0.0,False
34990412.0,PMC8855815,10.1172/jci.insight.149636,4PBA reduces growth deficiency in osteogenesis imperfecta by enhancing transition of hypertrophic chondrocytes to osteoblasts.,2022.0,JCI insight,FULL_TEXT_VERIFIED,body,"Similarly, correction of overactive TGF-β signaling with neutralizing TGF-β antibody ameliorates osteopenia (64, 65) but does not increase bone length or improve callus formation during fracture healing in murine models of OI (64, 66), even though TGF-β regulates chondrocyte differentiation (67).",,4-phenylbutyric acid; 4PBA,mouse,in vivo,3-week-old; 4-week-old; 7-week-old,True,False,,,,,False,True,False,False,0.0,False
34990412.0,PMC8855815,10.1172/jci.insight.149636,4PBA reduces growth deficiency in osteogenesis imperfecta by enhancing transition of hypertrophic chondrocytes to osteoblasts.,2022.0,JCI insight,FULL_TEXT_VERIFIED,body,"It is worth noting that 4PBA significantly improved bone length and trabecular parameters in female G610C OI mice (Figure 4, A and B), while 4PBA effects on the same parameters in male mice were not statistically significant (Supplemental Figure 1, A and B).",4PBA,4-phenylbutyric acid; 4PBA,mouse,in vivo,3-week-old; 4-week-old; 7-week-old,True,False,,,,,False,True,False,False,0.2,False
34990412.0,PMC8855815,10.1172/jci.insight.149636,4PBA reduces growth deficiency in osteogenesis imperfecta by enhancing transition of hypertrophic chondrocytes to osteoblasts.,2022.0,JCI insight,FULL_TEXT_VERIFIED,body,"The images were reconstructed at either a 6.5 μm or 13.6 μm isotropic voxel size for trabecular and cortical analyses, and bone length measurement, respectively.",,4-phenylbutyric acid; 4PBA,mouse,in vivo,3-week-old; 4-week-old; 7-week-old,False,False,,6.5 μm; 13.6 μm,,,False,True,False,False,0.0,False
34990412.0,PMC8855815,10.1172/jci.insight.149636,4PBA reduces growth deficiency in osteogenesis imperfecta by enhancing transition of hypertrophic chondrocytes to osteoblasts.,2022.0,JCI insight,FULL_TEXT_VERIFIED,body,"Cortical regions of interest (ROI) were centered in the midpoint between the middle of the distal femoral growth plate and the middle of the third trochanter, with thickness of 10% of the total femoral length (from the femoral head to the distal femoral condyle).",,4-phenylbutyric acid; 4PBA,mouse,in vivo,3-week-old; 4-week-old; 7-week-old,False,False,10,,,,False,True,False,False,0.3,False
34990412.0,PMC8855815,10.1172/jci.insight.149636,4PBA reduces growth deficiency in osteogenesis imperfecta by enhancing transition of hypertrophic chondrocytes to osteoblasts.,2022.0,JCI insight,FULL_TEXT_VERIFIED,body,"Distal femoral trabecular ROI began proximally from 5.5% of the total femoral length, offset from the middle of the distal femoral growth plate with thickness of 10% of the total femoral length.",,4-phenylbutyric acid; 4PBA,mouse,in vivo,3-week-old; 4-week-old; 7-week-old,False,False,5.5; 10,,,,False,True,False,False,0.3,False
