pmid,pmcid,doi,title,journal,year,is_open_access,in_epmc,has_suppl,abstract,cited_by_count,found_by_query,corpus_class,length_relevant,evidence_level,local_fulltext,sha256,source_url
42072197,PMC13113467,10.3390/bioengineering13040403,SEG-FAUSP: Anatomical Structure Segmentation of the Standard Sections of Fetal Abdominal Ultrasounds.,"Bioengineering (Basel, Switzerland)",2026.0,Y,Y,N,"This study addresses the challenge of the difficult identification of organ structures in the standard sections of fetal abdominal ultrasounds. A deep learning-based multi-task model named SEG-FAUSP was developed to segment the core anatomical structures of seven key fetal abdominal ultrasound sections. We collected fetal abdominal ultrasound images from pregnant women in the mid-pregnancy period (18-24 weeks) using various mainstream ultrasound devices, and professional physicians annotated key anatomical structures (e.g., umbilical veins, gastric bubbles, spine) in the images. Based on an improved deep learning framework, the model accurately segments and locates the target organ structures through a parallel dual-branch semantic segmentation network, which avoids the over-reliance on large-scale pre-trained data in traditional methods. Experimental results show that the model achieves excellent performance in anatomical structure segmentation, with the intersection over union of the bladder and gastric bubble both reaching above 0.84; its segmentation accuracy for complex structures such as the inferior vena cava is also significantly superior to the baseline model. As an end-to-end model, it simplifies the clinical interpretation process of fetal abdominal ultrasound, reduces the risk of missed diagnoses caused by unclear organ identification, provides an efficient auxiliary tool for prenatal screening in grassroots medical institutions, and is of great significance for improving the quality of newborns.",0.0,"(""femur length"" OR ""femoral length"") AND (""small molecule"" OR inhibitor OR agonist OR antagonist OR compound OR drug OR treatment) AND (PUB_YEAR:[1970 TO 2026])",animal,False,ABSTRACT_ONLY,,,https://europepmc.org/article/PMC/PMC13113467
39932815,PMC11971546,10.1089/hum.2024.191,Comprehensive Review of Osteogenesis Imperfecta: Current Treatments and Future Innovations.,Human gene therapy,2025.0,N,Y,N,"Osteogenesis imperfecta (OI) is a rare genetic disorder characterized by bone fragility due to reduced bone quality, often accompanied by low bone mass, recurrent fractures, hearing loss, skeletal abnormalities, and short stature. Pathogenic variants in over 20 genes lead to clinical and genetic variability in OI, resulting in diverse symptoms and severity. Current management involves a multidisciplinary approach, including antiresorptive medications, physiotherapy, occupational therapy, and orthopedic surgery, which provide symptomatic relief but no cure. Advancements in gene therapy technologies and stem cell therapies offer promising prospects for long-lasting or permanent solutions. This review provides a comprehensive overview of OI's classification, pathogenesis, and current treatment options. It also explores emerging biotechnologies for stem cells and gene-targeted therapies in OI. The potential of these innovative therapies and their clinical implementation challenges are evaluated, focusing on their imminent success in treating bone disorders.",9.0,"(""femur length"" OR ""femoral length"") AND (""small molecule"" OR inhibitor OR agonist OR antagonist OR compound OR drug OR treatment) AND (PUB_YEAR:[1970 TO 2026]) | (""hypertrophic chondrocyte"" AND (enlargement OR volume OR hypertrophy)) AND (""small molecule"" OR inhibitor OR agonist OR antagonist OR compound OR drug OR treatment) AND (PUB_YEAR:[1970 TO 2026])",animal,True,ABSTRACT_ONLY,,,https://europepmc.org/article/PMC/PMC11971546
39722727,PMC11669013,10.3897/zookeys.1221.135640,"﻿Taxonomic notes of jumping spiders (Araneae, Salticidae) from Guangxi, Hainan, Sichuan, Xizang and Yunnan, China.",ZooKeys,2024.0,Y,Y,Y,"Twenty-one new species of jumping spiders from five provinces of South China are described: <i>Cheliceroidesjinxini</i> <b>sp. nov.</b> (♂), <i>Dendroiciusqiong</i> <b>sp. nov.</b> (♂♀), <i>Iciusdeergong</i> <b>sp. nov.</b> (♂♀), <i>Iruraqiuhangi</i> <b>sp. nov.</b> (♂♀), <i>I.yarlungzangbo</i> <b>sp. nov.</b> (♂♀), <i>Mintoniashiwandashan</i> <b>sp. nov.</b> (♂), <i>Myrmarachnekuan</i> <b>sp. nov.</b> (♂♀), <i>Nandiciusxiefengi</i> <b>sp. nov.</b> (♂♀), <i>Pancoriusmedog</i> <b>sp. nov.</b> (♀), <i>P.yingjiang</i> <b>sp. nov.</b> (♂♀), <i>Piranthusmaddisoni</i> <b>sp. nov.</b> (♂♀), <i>Simaethahainan</i> <b>sp. nov.</b> (♂♀), <i>Stertiniuslhoba</i> <b>sp. nov.</b> (♂♀), <i>Synagelideskongmingi</i> <b>sp. nov.</b> (♂♀), <i>S.xuandei</i> <b>sp. nov.</b> (♂♀), <i>S.yunchangi</i> <b>sp. nov.</b> (♂♀), <i>S.yidei</i> <b>sp. nov.</b> (♂), <i>S.zilongi</i> <b>sp. nov.</b> (♂♀), <i>Yaginumaelladaweishan</i> <b>sp. nov.</b> (♂♀), <i>Y.moinba</i> <b>sp. nov.</b> (♂♀), and <i>Y.pingbian</i> <b>sp. nov.</b> (♂♀). <i>Nepalicius</i> Prószyński, 2016, <b>syn. nov.</b> is proposed as a junior synonym of <i>Okinawicius</i> Prószyński, 2016. Three new combinations are proposed: <i>O.nepalicus</i> (Andreeva, Hęciak & Prószyński, 1984), <b>comb. nov.</b> and <i>O.seychellensis</i> (Wanless, 1984), <b>comb. nov.</b> transferred from <i>Nepalicius</i>, and <i>O.daoxianensis</i> (Peng, Gong & Kim, 2000), <b>comb. nov.</b> transferred from <i>Philaeus</i> Thorell, 1869. The unknown females of <i>O.nepalicus</i>, <i>Padillothoraxexilis</i> (Cao & Li, 2016) and <i>Silerhanoicus</i> Prószyński, 1985 are described for the first time. Distribution maps of the studied specimens are also provided.",3.0,"(""femur length"" OR ""femoral length"") AND (""small molecule"" OR inhibitor OR agonist OR antagonist OR compound OR drug OR treatment) AND (PUB_YEAR:[1970 TO 2026])",animal,False,ABSTRACT_ONLY,,,https://europepmc.org/article/PMC/PMC11669013
38719881,PMC11078941,10.1038/s42003-024-06227-0,Hyperthyroidism-driven bone loss depends on BMP receptor Bmpr1a expression in osteoblasts.,Communications biology,2024.0,Y,Y,Y,"Hyperthyroidism is a well-known trigger of high bone turnover that can lead to the development of secondary osteoporosis. Previously, we have shown that blocking bone morphogenetic protein (BMP) signaling systemically with BMPR1A-Fc can prevent bone loss in hyperthyroid mice. To distinguish between bone cell type-specific effects, conditional knockout mice lacking Bmpr1a in either osteoclast precursors (LysM-Cre) or osteoprogenitors (Osx-Cre) were rendered hyperthyroid and their bone microarchitecture, strength and turnover were analyzed. While hyperthyroidism in osteoclast precursor-specific Bmpr1a knockout mice accelerated bone resorption leading to bone loss just as in wildtype mice, osteoprogenitor-specific Bmpr1a deletion prevented an increase of bone resorption and thus osteoporosis with hyperthyroidism. In vitro, wildtype but not Bmpr1a-deficient osteoblasts responded to thyroid hormone (TH) treatment with increased differentiation and activity. Furthermore, we found an elevated Rankl/Opg ratio with TH excess in osteoblasts and bone tissue from wildtype mice, but not in Bmpr1a knockouts. In line, expression of osteoclast marker genes increased when osteoclasts were treated with supernatants from TH-stimulated wildtype osteoblasts, in contrast to Bmpr1a-deficient cells. In conclusion, we identified the osteoblastic BMP receptor BMPR1A as a main driver of osteoporosis in hyperthyroid mice promoting TH-induced osteoblast activity and potentially its coupling to high osteoclastic resorption.",4.0,"(""femur length"" OR ""femoral length"") AND (""small molecule"" OR inhibitor OR agonist OR antagonist OR compound OR drug OR treatment) AND (PUB_YEAR:[1970 TO 2026])",animal,False,ABSTRACT_ONLY,,,https://europepmc.org/article/PMC/PMC11078941
41244703,PMC12616279,10.3897/zookeys.1258.166681,"﻿New species of &lt;i&gt;Labiobaetis&lt;/i&gt; Novikova &amp; Kluge from Thailand (Ephemeroptera, Baetidae).",ZooKeys,2025.0,Y,Y,Y,"Investigations of material collected by one of us (CS) between May 2017 and November 2023 from 70 localities in Thailand further increases our knowledge of the diversity of the genus <i>Labiobaetis</i> Novikova & Kluge, 1987 in Thailand and Southeast Asia in general. Eleven species have been identified using a combination of morphological and molecular analysis (COI). Nine are new to science, they are described and illustrated based on their larvae, and in one case, complemented by the male imago. Two of the new species belong to the <i>L. batakorum</i> species group, <i>L. mon</i> <b>sp. nov.</b>, <i>L. lahu</i> <b>sp. nov.</b>; three to the <i>L. numeratus</i> species group, <i>L. tenasserimensis</i> <b>sp. nov.</b>, <i>L. angularis</i> <b>sp. nov.</b>, <i>L. tonsator</i> <b>sp. nov.</b>; one to the <i>L. operosus</i> species group, <i>L. nisaratae</i> <b>sp. nov.</b>, and three to the <i>L. sumigarensis</i> species group, <i>L. karen</i> <b>sp. nov.</b>, <i>L. septem</i> <b>sp. nov.</b>, <i>L. ranongensis</i> <b>sp. nov.</b> A key to all species of <i>Labiobaetis</i> from continental Southeast Asia is provided. Additionally, the genetic distances (COI; Kimura-2 parameter) including all species treated in this study are discussed. The total number of <i>Labiobaetis</i> species worldwide is augmented to approximately 170.",0.0,"(""femur length"" OR ""femoral length"") AND (""small molecule"" OR inhibitor OR agonist OR antagonist OR compound OR drug OR treatment) AND (PUB_YEAR:[1970 TO 2026])",animal,False,ABSTRACT_ONLY,,,https://europepmc.org/article/PMC/PMC12616279
38575982,PMC10996171,10.1186/s13227-024-00223-5,Histone deacetylases regulate organ-specific growth in a horned beetle.,EvoDevo,2024.0,Y,Y,Y,"<h4>Background</h4>Nutrient availability is among the most widespread means by which environmental variability affects developmental outcomes. Because almost all cells within an individual organism share the same genome, structure-specific growth responses must result from changes in gene regulation. Earlier work suggested that histone deacetylases (HDACs) may serve as epigenetic regulators linking nutritional conditions to trait-specific development. Here we expand on this work by assessing the function of diverse HDACs in the structure-specific growth of both sex-shared and sex-specific traits including evolutionarily novel structures in the horned dung beetle Onthophagus taurus.<h4>Results</h4>We identified five HDAC members whose downregulation yielded highly variable mortality depending on which HDAC member was targeted. We then show that HDAC1, 3, and 4 operate in both a gene- and trait-specific manner in the regulation of nutrition-responsiveness of appendage size and shape. Specifically, HDAC 1, 3, or 4 knockdown diminished wing size similarly while leg development was differentially affected by RNAi targeting HDAC3 and HDAC4. In addition, depletion of HDAC3 transcript resulted in a more rounded shape of genitalia at the pupal stage and decreased the length of adult aedeagus across all body sizes. Most importantly, we find that HDAC3 and HDAC4 pattern the morphology and regulate the scaling of evolutionarily novel head and thoracic horns as a function of nutritional variation.<h4>Conclusion</h4>Collectively, our results suggest that both functional overlap and division of labor among HDAC members contribute to morphological diversification of both conventional and recently evolved appendages. More generally, our work raises the possibility that HDAC-mediated scaling relationships and their evolution may underpin morphological diversification within and across insect species broadly.",2.0,"(""femur length"" OR ""femoral length"") AND (""small molecule"" OR inhibitor OR agonist OR antagonist OR compound OR drug OR treatment) AND (PUB_YEAR:[1970 TO 2026])",animal,True,ABSTRACT_ONLY,,,https://europepmc.org/article/PMC/PMC10996171
41216291,PMC12591704,10.1097/oi9.0000000000000451,Novel surgical trick for femoral rotation: matching lesser trochanter profile using common features of retrograde intramedullary nails.,OTA international : the open access journal of orthopaedic trauma,2025.0,Y,Y,N,"Femoral shaft fractures are common injuries frequently associated with high energy trauma. During surgical fixation, careful attention to length, alignment, and rotation is essential, as inaccuracy can cause significant patient debility and dissatisfaction. Midshaft femur fractures with extensive comminution are especially challenging regarding rotation. One of the most common ways to assess rotation is matching the contralateral lesser trochanter profile. This technical trick describes a method of using the interlocking screw holes of the intramedullary device to provide an easier method to match the lesser trochanter profile.",0.0,"(""femur length"" OR ""femoral length"") AND (""small molecule"" OR inhibitor OR agonist OR antagonist OR compound OR drug OR treatment) AND (PUB_YEAR:[1970 TO 2026])",animal,True,ABSTRACT_ONLY,,,https://europepmc.org/article/PMC/PMC12591704
41946841,PMC13062019,10.1038/s41598-026-47868-x,Identification of key performance parameters and development of a youth badminton performance index in male youth players.,Scientific reports,2026.0,Y,Y,N,"Youth badminton performance involves an interplay of structural, physiological, training, and experiential factors more than a stand-alone measure like competition ranking. Yet, in youth programmes, athlete assessment is based on such siloed indicators such as isolated fitness tests or competition results and therefore, fails to appreciate the complexity of performance progression. Consequently, the objective of this study was to ascertain the fundamental multi-focal parameters relevant to youth badminton performance and construct a descriptive performance profiling index in the form of a Youth Badminton Performance Index (YBPI). The study employed a cross-sectional design and the subjects were 170 youth male badminton players aged 9-16 years, drawn from state-level teams and national development programmes. The components of the study were anthropometry, physical fitness, training exposure, competition and injury-related functional activity. To determine the dimensions of performance that lie underneath each of the components, Principal Component Analysis (PCA) with Varimax rotation was performed. Ten components accounting for 76.43% of the total variance were retained in the analysis. The domains of variance included anthropometric make-up, aerobic-agility, training exposure, competition experience, physical fitness, and injury-related functional readiness. The components were standardised and the YBPI was constructed from the sum of the standardised components, allowing athletes to be positioned within a relative performance grouping based on their multidimensional profile within the sample. These groupings are intended to support descriptive profiling and athlete monitoring rather than talent identification or prediction of future performance. Although the YBPI offers a multi-faceted approach to athlete profiling and monitoring and helps coaches to discern the athlete's characteristics and traits across multiple performance domains, the index is designed for performance profiling at a single point in time and not for forecasting or talent scouting. Practically, the YBPI may assist coaches in identifying whether an athlete's current profile reflects lower, moderate, or higher relative multidimensional performance status within a comparable youth cohort.",0.0,"(""femur length"" OR ""femoral length"") AND (""small molecule"" OR inhibitor OR agonist OR antagonist OR compound OR drug OR treatment) AND (PUB_YEAR:[1970 TO 2026])",animal,False,ABSTRACT_ONLY,,,https://europepmc.org/article/PMC/PMC13062019
42278372,PMC13256643,10.3390/ijms27114841,Placental Heat Shock Protein (HSP) Expression in Fetal Growth Restriction (FGR) Pregnancies: A Case-Control Immunohistochemistry Study.,International journal of molecular sciences,2026.0,Y,Y,N,"Fetal growth restriction (FGR) is frequently defined as the failure of the fetus to reach its genetically predetermined growth potential. Heat shock proteins (HSPs) are extreme-temperature-resistant molecules that help proteostasis. The aim of this prospective case-control immunohistochemistry study is to evaluate the expression of HSP90 and HSP70 in the placentas of pregnancies complicated with FGR and compare their levels with the control placentas of normal-growth pregnancies. A prospective case-control study was conducted including people undergoing singleton pregnancies who gave birth in a tertiary university hospital in Central Greece. Participants were divided into two equal groups: an FGR pregnancy group and a control group with normal growth. Immunohistochemistry of placental samples was assessed using anti-HSP90 alpha/beta antibody (clone F-8, Santa Cruz Biotechnology, Dallas, TX, USA) and anti-HSC70/HSP70 antibody (clone W27, sc-24, Santa Cruz Biotechnology, Dallas, TX, USA). A scoring system was created to quantify the expression of HSP90 and HSP70 in each sample, and the grade of staining was measured at four points. A total of 80 pregnant people were prospectively enrolled in our study, with 40 in each group. Both constitutive (HSP90β and HSC70/HSPA8) and stress-inducible (HSP90α and HSP70/HSPA1A/B) isoforms were analyzed. When comparing the total score of HSP expression, a statistically significant difference was observed for both HSP90 and HSP70. For HSP90 expression, only the Hofbauer cell's stain was identified as a statistically significant independent factor, meaning that its positive expression was observed in Hofbauer cells. For HSP70 expression, only the staining of syncytiotrophoblasts was identified as an independent factor. FGR is a common pregnancy complication and a leading cause of stillbirth, neonatal mortality, and short- and long-term neonatal morbidity worldwide. Based on our findings, the lower expression levels of both HSP90 and HSP70 are associated with FGR, revealing a possible association with stress response in FGR pathophysiology. However, more robust data from larger-scale prospective studies are needed to elucidate the possible role of HSPs as potential FGR biomarkers.",0.0,"(""femur length"" OR ""femoral length"") AND (""small molecule"" OR inhibitor OR agonist OR antagonist OR compound OR drug OR treatment) AND (PUB_YEAR:[1970 TO 2026])",animal,False,ABSTRACT_ONLY,,,https://europepmc.org/article/PMC/PMC13256643
,PMC9625173,,"ODP353 Sustained Suppression of IGF1 with AZP-3813, a Bicyclic 16-Amino Acid Peptide Antagonist of the Human Growth Hormone Receptor and a Potential New Treatment for Acromegaly",Journal of the Endocrine Society,2022.0,Y,Y,N,"Abstract Medical treatment of acromegaly is based on either suppressing pituitary GH secretion or inhibiting GH action by preventing interaction with its receptor in order to suppress the elevated levels of IGF1. AZP-3813 is a 16-amino acid, bicyclic peptide antagonist of the GH receptor (GHR) with a KD of 1.9nM for the human GHR, and 18.5nM for the rat GHR. The circulating half-life of AZP-3813 in the rat is 11.2 hours. In previous studies, AZP-3813 was demonstrated to suppress IGF1 secretion in juvenile rats in a dose-related manner, and to maintain IGF1 suppression when given over 4 days. To examine the ability of chronic AZP-3813 treatment to maintain suppression of IGF1 levels, we injected normal, 5-week old (∼150g), male Sprague Dawley rats subcutaneously either with vehicle or with AZP-3813 at doses of either 10 or 30mg/kg QD for 19 days (n=7/group). Blood samples were collected immediately prior to either vehicle or AZP-3813 injection on days 1, 2, 3, 7, 10, 15 and 19, and 24h after the last injection (day 20). Samples were assayed for total IGF1 content by radioimmunoassay, and samples collected on days 2, 10 and 19 were also analyzed for AZP-3813 content by LC-MS/MS. At the initiation of treatment, the average body weight of the rats was 150.3 + 3.0g, and over the 20 days of the study animals treated with vehicle gained an average of 158.4 + 4.9g. In contrast, rats treated QD with 10 or 30mg/kg AZP-3813 gained 23.6 + 2.1 and 27.9 + 2.2% less weight than the vehicle-treated controls, respectively. Accumulation of AZP-3813 levels in the blood was observed with repeated daily injections of both 10 and 30mg/kg, increasing from day 2 levels by 107.1 + 12.5 and 125.2 + 36.3%, respectively, by day 19. In the vehicle-treated control rats, IGF1 levels increased from an initial 395.1 +16.3ng/ml to 674.4 + 19.8ng/ml by day 20. Twenty-four hours after the first injections of 10 and 30mg/kg AZP-3813, IGF1 levels were suppressed by 27.6 + 3.4 and 29.2 + 3.3%, respectively, versus vehicle-treated control levels, and, with continued treatment, a similar magnitude of IGF1 suppression was maintained through day 20 despite the progressively increasing levels of IGF1 observed in the vehicle-treated rats. At study termination on day 20, animals treated with 10 and 30mg/kg AZP-3813 were observed to have 4.1 and 4.6% shorter femur length, 1.1 and 3.6% shorter body length, and 7.7 and 13.3% less liver weight, respectively, as compared with vehicle-treated control rats. These results demonstrate that with continued treatment, the potent GHR antagonist activity exhibited by AZP-3813 translates to sustained in vivo suppression of IGF1 levels and associated parameters, and support its development as a potential therapy for acromegaly. Presentation: Monday, June 13, 2022 12:30 p.m. - 2:30 p.m., Monday, June 13, 2022 1:05 p.m. - 1:10 p.m.",0.0,"(""femur length"" OR ""femoral length"") AND (""small molecule"" OR inhibitor OR agonist OR antagonist OR compound OR drug OR treatment) AND (PUB_YEAR:[1970 TO 2026])",animal,True,ABSTRACT_ONLY,,,https://europepmc.org/article/PMC/PMC9625173
41469778,PMC12780062,10.1038/s41598-025-30334-5,Multivariate fetal growth trajectory modeling and its association with maternal fatty acids.,Scientific reports,2025.0,Y,Y,Y,"Maternal circulating fatty acids are closely linked to fetal development. However, few studies have investigated the relationship between the maternal fatty acid levels at 11-14 weeks of gestation and fetal growth trajectories phenotype. A total of 655 pregnant women were selected from the Complex Lipids in Mothers and Babies cohort. Twenty fatty acids in maternal serum at 11-14 weeks of gestation were quantified by GC-MS. The trajectories of fetal head circumference (HC), biparietal diameter (BPD), abdominal circumference (AC), and femur length (FL) z-score at 11-14, 22-28, and 32-34 weeks of gestation were determined by group-based multi-trajectory modeling (GBMTM). Multinomial logistic regression and quantile-based g-computation (Qgcomp) were used to investigate the relationship between individual and mixed fatty acid exposures and the fetal growth trajectories. GBMTM identified four trajectory groups of fetal ultrasound measurements: stable falling, stable increasing, high stable increasing, and dramatically falling. The incidence of premature rupture of membranes, placental implantation, large-for-gestational-age (LGA) and macrosomia differed significantly between the four trajectory groups (p-values of 0.044, 0.008, < 0.001, and < 0.001, respectively). Higher maternal serum linoleic acid (LA, C18:2 n-6) and α-linolenic acid (ALA, C18:3 n-3) were associated with increased odds in the stable falling (OR = 1.004; 95% CI: 1.001, 1.008) and dramatically falling trajectory groups (OR = 1.042; 95% CI: 1.001, 1.085). Meanwhile, eicosadienoic acid (EDA, C20:2 n-6) was associated with decreased odds in the stable falling trajectory group (OR = 0.845;95% CI: 0.716, 0.998). Fetal growth trajectory classification based on GBMTM reveals associations between different trajectory groups and adverse pregnancy outcomes. In addition, serum fatty acids LA, ALA and EDA at 11-14 weeks of gestation were associated with the fetal growth trajectories phenotype.",0.0,"(""femur length"" OR ""femoral length"") AND (""small molecule"" OR inhibitor OR agonist OR antagonist OR compound OR drug OR treatment) AND (PUB_YEAR:[1970 TO 2026])",animal,True,ABSTRACT_ONLY,,,https://europepmc.org/article/PMC/PMC12780062
41543320,PMC12810459,10.1002/mnfr.70369,Cow's Milk Positively Impacts Bone Formation by Regulating the Osteocalcin Pathway Compared to Transgenic and Non-Transgenic Soy-Based Beverages in BALB/c Mice.,Molecular nutrition & food research,2026.0,Y,Y,N,"Bone health is influenced by nutrition, with milk being one of the main dietary sources of calcium. However, many people are reducing their milk intake in favor of plant-based alternatives. This study compares the effects of cow's milk and soy-based beverage supplementation on femur morphofunctional parameters in BALB/c mice. The animals were randomized into four groups treated for 42 days with distilled water (G1), non-transgenic soy drink (G1), transgenic soy drink (G1), and cow's milk (G1). After euthanasia, femurs were collected for morphological and biomechanical analyses. G3 animals exhibited reduced phosphorus levels, cortical and trabecular thickness, diaphyseal diameter, type I collagen content, and increased porosity in the cortical bone. Conversely, G4 animals showed greater trabecular density (+20%), bone area (+20%), and trabecular width (+150%), as well as lower volume density of the medullary canal and trabecular separation. These animals also exhibited increased osteocalcin immunostaining, magnesium, phosphorus, and calcium levels; reduced diaphyseal porosity; and increased bone weight, suggesting that cow's milk positively impacts bone formation by stimulating osteocalcin production (+5%), especially compared to transgenic soy-based beverages. Therefore, our findings indicate that cow's milk may offer a safer alternative to soy-based beverages for promoting bone health.",0.0,"(""femur length"" OR ""femoral length"") AND (""small molecule"" OR inhibitor OR agonist OR antagonist OR compound OR drug OR treatment) AND (PUB_YEAR:[1970 TO 2026])",animal,False,ABSTRACT_ONLY,,,https://europepmc.org/article/PMC/PMC12810459
41816107,PMC12971649,10.3389/fcell.2026.1742806,Prenatal alcohol exposure induces anxiety and depressive-like behaviors with deficits in growth and food intake in mice.,Frontiers in cell and developmental biology,2026.0,Y,Y,N,"<h4>Background/objectives</h4>Prenatal alcohol exposure (PAE) has been recognized as a significant public health concern due to its consequential and long-lasting effects on the central nervous system (CNS) and the subsequent behavioral impairments in affected individuals. The current study aims to evaluate postnatal neurobehavioral disturbances, specifically mood state and potential morpho-functional changes, as well as brain oxidative stress in mice prenatally intoxicated with ethanol at the adult stage.<h4>Methods</h4>female mice with positive vaginal plugs were divided into three groups: Group 1 (ethanol intoxicated): received ethanol at a dose of 1 g/kg (i.p.) on gestational days 10 and 13 (two injections in total), along with pyrazole (100 mg/kg by i. p.) to inhibit ethanol metabolism and simulate chronic fetal exposure. The second group received pyrazole alone at the same dose (100 mg/kg i. p.). Group 3 (controls): received physiological saline solution (NaCl 0.9%) at the same volume as both ethanol and pyrazole. Offspring pups from the intoxicated dams were subjected, at the adult stage (from postnatal days P95 to P103), to a series of morphometric, biometric, neurobehavioral, and biochemical analyses.<h4>Results</h4>Our data show an obvious decrease in body weight and size, decreased food intake, and skeleton deformations. Additionally, PAE mice exacerbated anxiety-like and depressive-like behaviors as well as elevated brain oxidative stress.<h4>Conclusion</h4>The current data demonstrate the powerful neurotoxic effect of prenatal ethanol exposure on neuropsychological development as well as the associated morpho-functional changes.",0.0,"(""femur length"" OR ""femoral length"") AND (""small molecule"" OR inhibitor OR agonist OR antagonist OR compound OR drug OR treatment) AND (PUB_YEAR:[1970 TO 2026])",animal,False,ABSTRACT_ONLY,,,https://europepmc.org/article/PMC/PMC12971649
42031715,PMC13109412,10.1038/s41413-026-00511-x,Osteoblastic sclerostin loop3-LRP4 interaction required by sclerostin to inhibit bone formation.,Bone research,2026.0,Y,Y,Y,"Sclerostin negatively regulates bone formation. The marketed antibody against sclerostin loop2 promoted bone formation but may have caused severe cardiovascular events in clinical use. In our published studies, sclerostin loop3 was found to be involved in inhibitory effects of sclerostin on bone formation, whereas cardiovascular protective effects of sclerostin in mice were independent of loop3. It is necessary to investigate how sclerostin loop3 participates in the inhibitory effects of sclerostin on bone formation to facilitate developing precise strategies that promote bone formation without increasing cardiovascular risk. In this study, sclerostin loop3 was identified to bind to LRP4, thereby facilitating binding of sclerostin to LRP6 in osteoblasts. Blockade of sclerostin loop3-LRP4 interaction by both Lrp4 mutation (Lrp4m) and blocking peptide (LRP4-Pep) diminished the antagonistic effect of sclerostin on Wnt/β-catenin signaling in osteoblasts in vitro. Consistently, Lrp4m promoted bone formation in Lrp4m mice in vivo. Mechanistically, osteoblast-conditional correction of Lrp4m to wild-type Lrp4 resulted in significantly lower bone formation than Lrp4m mice, indicating that the promotive effects of Lrp4m on bone formation acted in osteoblasts in vivo. Moreover, re-expression of sclerostin dramatically inhibited bone formation in sost<sup>-/-</sup> mice, whilst the inhibitory effects of sclerostin were significantly weaker in sost<sup>-/-</sup>.Lrp4m mice. Pharmacologically, LRP4-Pep diminished the inhibitory effects of sclerostin on bone formation in SOST<sup>ki</sup> mice. Taken together, osteoblastic sclerostin loop3-LRP4 interaction, as an anchor, was required by sclerostin to bind to LRP6, thereby inhibiting bone formation. Translationally, blockade of sclerostin loop3-LRP4 interaction in osteoblasts would provide precise therapeutic strategies to promote bone formation without increasing cardiovascular risk.",0.0,"(""femur length"" OR ""femoral length"") AND (""small molecule"" OR inhibitor OR agonist OR antagonist OR compound OR drug OR treatment) AND (PUB_YEAR:[1970 TO 2026])",animal,False,ABSTRACT_ONLY,,,https://europepmc.org/article/PMC/PMC13109412
42010551,PMC13227813,10.1186/s12884-026-09119-9,Prenatal ultrasound diagnosis of a rare morgagni hernia: a case report.,BMC pregnancy and childbirth,2026.0,Y,Y,N,"BACKGROUND: Morgagni hernia is a rare type of congenital diaphragmatic hernia, and its prenatal diagnosis by ultrasound is extremely challenging, especially when combined with massive pericardial effusion, as it can be easily confused with other diaphragmatic hernias. This article reports a case of fetal Morgagni hernia definitively diagnosed by serial prenatal ultrasound and magnetic resonance imaging, followed by successful intrauterine pericardial drainage and postnatal surgical correction. It aims to emphasize the importance of standardized imaging follow-up for prenatal identification and perinatal management of this condition. CASE PRESENTATION: A 28-year-old primigravida with no family history of genetic disorders underwent prenatal ultrasound at an outside hospital at 22 weeks of gestation, which revealed massive fetal pleural effusion, borderline normal width of the left lateral ventricle, and growth parameters below the 2.5th percentile for gestational age. At 27 weeks of gestation, she was referred to our hospital. Ultrasound and magnetic resonance imaging demonstrated a retrosternal liver herniation (Morgagni hernia) accompanied by massive pericardial effusion (range 48 mm × 28 mm). The lungs were compressed, but the lung-to-head ratio was 1.53, indicating acceptable lung development. After family consent, successful intrauterine pericardial drainage was performed at an outside hospital, with significant improvement in lung expansion observed 4 weeks post-procedure. A male infant weighing 2400 g was delivered by cesarean section at 39⁺ weeks of gestation. Postnatal imaging confirmed the Morgagni hernia, and on the second day after birth, diaphragmatic herniorrhaphy was performed, during which the herniated liver was reduced and the diaphragmatic defect was sutured. The infant recovered well after surgery. CONCLUSION: This case demonstrates the value of serial prenatal ultrasound combined with magnetic resonance imaging for the accurate diagnosis of Morgagni hernia with pericardial effusion. It also confirms that intrauterine pericardial drainage, when lung development is acceptable, can effectively relieve fetal lung compression and create favorable conditions for postnatal surgical correction, reflecting the positive impact of integrated prenatal–postnatal management on the prognosis of this rare diaphragmatic hernia.",0.0,"(""femur length"" OR ""femoral length"") AND (""small molecule"" OR inhibitor OR agonist OR antagonist OR compound OR drug OR treatment) AND (PUB_YEAR:[1970 TO 2026])",animal,False,ABSTRACT_ONLY,,,https://europepmc.org/article/PMC/PMC13227813
