mouse_gene,human_gene,crispr_tier,crispr_effect_class,total_score,score_positive,score_penalty,fg_zone_bias,mouse_zone_top,human_zone_top,height_n_loci,tractable_class,blacklist_reasons,desired_intervention_direction
NO_SITE_11,,A_secondary_validated,KO_promotes_maturation,1.73798,2.53798,0.8,,,,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Kcns1,KCNS1,B_primary_reproducible,KO_promotes_maturation,1.73149,3.03149,1.3,proliferative,resting,hypertrophic,1.0,small-molecule pocket,intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cep20,CEP20,A_secondary_validated,KO_promotes_maturation,1.71975,2.51975,0.8,,,,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Sec24b,SEC24B,B_primary_reproducible,KO_promotes_maturation,1.70761,2.50761,0.8,shared,proliferative,proliferative,,antibody-accessible,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Dhrs7b,DHRS7B,B_primary_reproducible,KO_promotes_maturation,1.7017,2.5017,0.8,shared,hypertrophic,prehypertrophic,1.0,antibody-accessible,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Smpd4,SMPD4,B_primary_reproducible,KO_promotes_maturation,1.6697,2.4697,0.8,shared,proliferative,,,enzyme; hydrolase,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Eed,EED,A_secondary_validated,KO_promotes_maturation,1.63614,4.43614,2.8,proliferative,hypertrophic,proliferative,4.0,small-molecule pocket,essential in a substantial minority of DepMap screens; mouse phenotype includes growth-plate disorganisation/fusion/dwarfism; intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rln1,RLN1,B_primary_reproducible,KO_promotes_maturation,1.62803,2.42803,0.8,hypertrophic,hypertrophic,proliferative,,antibody-accessible,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Myh9,MYH9,A_secondary_validated,KO_promotes_maturation,1.627,3.927,2.3,hypertrophic,hypertrophic,perichondrium,4.0,antibody-accessible,pan-essential in DepMap (>50% of screens gene effect < -0.5),activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
1600012H06Rik,C6orf120,B_primary_reproducible,KO_promotes_maturation,1.61027,2.41027,0.8,shared,resting,hypertrophic,,antibody-accessible,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Hdac7,HDAC7,B_primary_reproducible,KO_promotes_maturation,1.5995,2.8995,1.3,hypertrophic,resting,perichondrium,2.0,epigenetic,chromatin/epigenetic machinery - broad transcriptional liability; intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rpl29,RPL29,B_primary_reproducible,KO_promotes_maturation,1.59689,2.89689,1.3,proliferative,,prehypertrophic,2.0,small-molecule pocket,intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Hltf,HLTF,B_primary_reproducible,KO_promotes_maturation,1.59652,2.39652,0.8,proliferative,proliferative,hypertrophic,,small-molecule pocket,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Mtpn,MTPN,B_primary_reproducible,KO_promotes_maturation,1.59317,2.39317,0.8,hypertrophic,hypertrophic,resting,1.0,antibody-accessible,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Lamc1,LAMC1,B_primary_reproducible,KO_promotes_maturation,1.58602,2.88602,1.3,hypertrophic,resting,perichondrium,9.0,antibody-accessible,intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Msh2,MSH2,B_primary_reproducible,KO_promotes_maturation,1.57506,2.87506,1.3,proliferative,proliferative,perichondrium,3.0,small-molecule pocket,multiple curated cancer hallmark roles; intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Osbpl5,OSBPL5,B_primary_reproducible,KO_promotes_maturation,1.51631,2.31631,0.8,hypertrophic,resting,proliferative,2.0,antibody-accessible,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Stat3,STAT3,B_primary_reproducible,KO_promotes_maturation,1.46924,3.19067,1.72143,hypertrophic,resting,hypertrophic,2.0,small-molecule pocket,annotated proto-oncogene - oncogenic liability; multiple curated cancer hallmark roles; intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Eef2k,EEF2K,B_primary_reproducible,KO_promotes_maturation,1.46298,2.76298,1.3,hypertrophic,hypertrophic,perichondrium,2.0,enzyme; kinase,intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Klhl6,KLHL6,B_primary_reproducible,KO_promotes_maturation,1.43998,2.63998,1.2,hypertrophic,hypertrophic,resting,,small-molecule pocket,intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Emp2,EMP2,B_primary_reproducible,KO_promotes_maturation,1.42522,2.72522,1.3,hypertrophic,resting,resting,1.0,antibody-accessible,intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tm2d1,TM2D1,B_primary_reproducible,KO_promotes_maturation,1.4058,2.2058,0.8,shared,resting,proliferative,1.0,antibody-accessible,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tmem147,TMEM147,B_primary_reproducible,KO_promotes_maturation,1.40437,2.20437,0.8,proliferative,hypertrophic,prehypertrophic,,antibody-accessible,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Edc4,EDC4,A_secondary_validated,KO_promotes_maturation,1.38334,3.48334,2.1,shared,resting,hypertrophic,,,essential in a substantial minority of DepMap screens; flagged essential by Open Targets,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pagr1a,PAGR1,B_primary_reproducible,KO_promotes_maturation,1.37915,2.17915,0.8,proliferative,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tmeff2,TMEFF2,B_primary_reproducible,KO_promotes_maturation,1.36266,2.66266,1.3,hypertrophic,proliferative,resting,,antibody-accessible,intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Gpr162,GPR162,B_primary_reproducible,KO_promotes_maturation,1.34929,2.54929,1.2,proliferative,resting,prehypertrophic,,membrane receptor; receptor,intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ogn,OGN,B_primary_reproducible,KO_promotes_maturation,1.30338,2.50338,1.2,proliferative,resting,proliferative,,antibody-accessible,intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Stac2,STAC2,B_primary_reproducible,KO_promotes_maturation,1.29794,2.49794,1.2,hypertrophic,resting,perichondrium,1.0,antibody-accessible,intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ptbp1,PTBP1,A_secondary_validated,KO_promotes_maturation,1.2578,4.0578,2.8,shared,hypertrophic,perichondrium,,small-molecule pocket,pan-essential in DepMap (>50% of screens gene effect < -0.5); intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Slc35a2,SLC35A2,B_primary_reproducible,KO_promotes_maturation,1.2508,2.0508,0.8,shared,resting,prehypertrophic,,transporter,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Mitf,MITF,B_primary_reproducible,KO_promotes_maturation,1.24989,2.54989,1.3,hypertrophic,hypertrophic,resting,,small-molecule pocket,intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Sap30,SAP30,B_primary_reproducible,KO_promotes_maturation,1.2346,2.0346,0.8,proliferative,resting,prehypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Gp1ba,GP1BA,B_primary_reproducible,KO_promotes_maturation,1.21302,2.51302,1.3,hypertrophic,proliferative,hypertrophic,1.0,small-molecule pocket,intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ube2g2,UBE2G2,B_primary_reproducible,KO_promotes_maturation,1.20534,2.00534,0.8,shared,proliferative,perichondrium,1.0,enzyme; transferase,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Atp23,ATP23,B_primary_reproducible,KO_promotes_maturation,1.20474,2.50474,1.3,,,,9.0,antibody-accessible,flagged essential by Open Targets,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pou2af1,POU2AF1,B_primary_reproducible,KO_promotes_maturation,1.18941,1.98941,0.8,hypertrophic,hypertrophic,,,,annotated proto-oncogene - oncogenic liability,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ppp1r1c,PPP1R1C,B_primary_reproducible,KO_promotes_maturation,1.18262,1.98262,0.8,hypertrophic,proliferative,resting,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Niban1,NIBAN1,B_primary_reproducible,KO_promotes_maturation,1.17847,1.97847,0.8,,,,2.0,antibody-accessible,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Padi3,PADI3,B_primary_reproducible,KO_promotes_maturation,1.17408,2.47408,1.3,hypertrophic,resting,proliferative,,enzyme; hydrolase,intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Senp2,SENP2,B_primary_reproducible,KO_promotes_maturation,1.1725,2.4725,1.3,shared,hypertrophic,prehypertrophic,4.0,enzyme; protease,intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rab40b,RAB40B,B_primary_reproducible,KO_promotes_maturation,1.14436,2.44436,1.3,proliferative,proliferative,perichondrium,,antibody-accessible,intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cfhr1,CFHR1,B_primary_reproducible,KO_promotes_maturation,1.12372,1.92372,0.8,,proliferative,,,antibody-accessible,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Map2k4,MAP2K4,B_primary_reproducible,KO_promotes_maturation,1.12109,2.84251,1.72143,shared,proliferative,perichondrium,2.0,enzyme; kinase,annotated proto-oncogene - oncogenic liability; multiple curated cancer hallmark roles; intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Urod,UROD,A_secondary_validated,KO_promotes_maturation,1.10883,3.93026,2.82143,hypertrophic,hypertrophic,perichondrium,,enzyme; lyase,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Crisp4,CRISP1,B_primary_reproducible,KO_promotes_maturation,1.0899,1.8899,0.8,,proliferative,prehypertrophic,,antibody-accessible,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rpl27a,,B_primary_reproducible,KO_promotes_maturation,1.08138,1.88138,0.8,proliferative,proliferative,,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cks1b,,B_primary_reproducible,KO_promotes_maturation,1.06313,1.86313,0.8,proliferative,hypertrophic,,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Junb,JUNB,B_primary_reproducible,KO_promotes_maturation,1.05323,2.35323,1.3,hypertrophic,resting,resting,1.0,,intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Nfya,NFYA,B_primary_reproducible,KO_promotes_maturation,0.95759,1.75759,0.8,hypertrophic,hypertrophic,perichondrium,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Slc2a1,SLC2A1,B_primary_reproducible,KO_promotes_maturation,0.94806,3.44806,2.5,shared,resting,prehypertrophic,4.0,transporter,essential in a substantial minority of DepMap screens; intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rps6,,B_primary_reproducible,KO_promotes_maturation,0.94696,1.74696,0.8,proliferative,hypertrophic,,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tsr3,TSR3,B_primary_reproducible,KO_promotes_maturation,0.90884,1.70884,0.8,shared,proliferative,prehypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Stat5a,STAT5A,B_primary_reproducible,KO_promotes_maturation,0.89041,2.59041,1.7,proliferative,proliferative,resting,,small-molecule pocket,intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Zfp612,ZNF23,B_primary_reproducible,KO_promotes_maturation,0.86265,1.66265,0.8,hypertrophic,proliferative,prehypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ovca2,OVCA2,B_primary_reproducible,KO_promotes_maturation,0.85111,1.65111,0.8,shared,hypertrophic,,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Fam161a,FAM161A,B_primary_reproducible,KO_promotes_maturation,0.80375,1.60375,0.8,shared,resting,hypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pitpnc1,,B_primary_reproducible,KO_promotes_maturation,0.80277,1.60277,0.8,shared,proliferative,,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
C77080,,B_primary_reproducible,KO_promotes_maturation,0.79841,1.59841,0.8,hypertrophic,resting,,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
1700011L22Rik,C4orf51,B_primary_reproducible,KO_promotes_maturation,0.79216,1.59216,0.8,hypertrophic,proliferative,,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Csnka2ip,,B_primary_reproducible,KO_promotes_maturation,0.79087,1.59087,0.8,hypertrophic,,,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Nat8f5,,B_primary_reproducible,KO_promotes_maturation,0.78014,1.58014,0.8,,,,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Olfr1414,,B_primary_reproducible,KO_promotes_maturation,0.7438,1.5438,0.8,shared,,,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Usf3,USF3,B_primary_reproducible,KO_promotes_maturation,0.72477,1.52477,0.8,,,,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Gm14496,,B_primary_reproducible,KO_promotes_maturation,0.71811,1.51811,0.8,,,,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Gm11564,,B_primary_reproducible,KO_promotes_maturation,0.71714,1.51714,0.8,,,,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Olfr1273-ps,,B_primary_reproducible,KO_promotes_maturation,0.71215,1.51215,0.8,shared,,,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Olfr322,,B_primary_reproducible,KO_promotes_maturation,0.70022,1.50022,0.8,,,,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Mbd5,MBD5,B_primary_reproducible,KO_promotes_maturation,0.68596,1.88596,1.2,shared,hypertrophic,perichondrium,4.0,,intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Olfr935,,B_primary_reproducible,KO_promotes_maturation,0.68278,1.48278,0.8,,,,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Olfr1057,,B_primary_reproducible,KO_promotes_maturation,0.67208,1.47208,0.8,,,,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rsc1a1,,B_primary_reproducible,KO_promotes_maturation,0.66869,1.46869,0.8,hypertrophic,,,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Crot,CROT,B_primary_reproducible,KO_promotes_maturation,0.65345,1.95345,1.3,hypertrophic,hypertrophic,proliferative,1.0,transporter,intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Btf3l4,BTF3L4,A_secondary_validated,KO_blocks_maturation,0.64287,2.64287,2.0,shared,proliferative,hypertrophic,1.0,,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets,"inhibit (delay hypertrophic transition, prolong growth window)"
Bex1,BEX2,B_primary_reproducible,KO_promotes_maturation,0.60487,1.80487,1.2,proliferative,proliferative,prehypertrophic,,,intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
4930453N24Rik,C3orf38,B_primary_reproducible,KO_promotes_maturation,0.56541,2.16541,1.6,hypertrophic,proliferative,prehypertrophic,1.0,antibody-accessible,essential in a substantial minority of DepMap screens,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Emc3,EMC3,B_primary_reproducible,KO_promotes_maturation,0.47595,3.27595,2.8,shared,resting,resting,2.0,small-molecule pocket,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Gcn1,GCN1,A_secondary_validated,KO_blocks_maturation,0.37722,2.37722,2.0,,,,2.0,,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets,"inhibit (delay hypertrophic transition, prolong growth window)"
Vmn2r69,,B_primary_reproducible,KO_promotes_maturation,0.33767,1.53767,1.2,,,,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Zfp697,ZNF697,B_primary_reproducible,KO_promotes_maturation,0.29796,1.99796,1.7,shared,hypertrophic,prehypertrophic,2.0,,intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ppp2ca,PPP2CA,B_primary_reproducible,KO_promotes_maturation,0.2584,3.57983,3.32143,shared,hypertrophic,hypertrophic,1.0,enzyme; phosphatase,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets; intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Strap,STRAP,A_secondary_validated,KO_promotes_maturation,0.25195,3.55195,3.3,shared,hypertrophic,hypertrophic,,,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets; intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Zfp981,ZNF34,B_primary_reproducible,KO_promotes_maturation,0.24957,1.44957,1.2,,,hypertrophic,,,intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Nop58,NOP58,B_primary_reproducible,KO_promotes_maturation,0.21929,3.01929,2.8,proliferative,proliferative,proliferative,1.0,small-molecule pocket,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tubgcp5,TUBGCP5,B_primary_reproducible,KO_promotes_maturation,0.20552,3.00552,2.8,shared,proliferative,proliferative,1.0,small-molecule pocket,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pi4kb,PI4KB,B_primary_reproducible,KO_promotes_maturation,0.20446,2.70446,2.5,shared,hypertrophic,resting,1.0,enzyme; transferase,essential in a substantial minority of DepMap screens; intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cope,COPE,B_primary_reproducible,KO_promotes_maturation,-0.03369,2.76631,2.8,proliferative,hypertrophic,hypertrophic,,antibody-accessible,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Mcm10,MCM10,B_primary_reproducible,KO_promotes_maturation,-0.10209,1.99791,2.1,proliferative,proliferative,prehypertrophic,,,essential in a substantial minority of DepMap screens; flagged essential by Open Targets,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ykt6,YKT6,B_primary_reproducible,KO_promotes_maturation,-0.11959,2.68041,2.8,shared,hypertrophic,prehypertrophic,,small-molecule pocket,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Copb2,COPB2,B_primary_reproducible,KO_promotes_maturation,-0.13218,2.66782,2.8,shared,resting,prehypertrophic,,small-molecule pocket,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tomm20,TOMM20,B_primary_reproducible,KO_promotes_maturation,-0.14491,2.65509,2.8,proliferative,hypertrophic,prehypertrophic,3.0,small-molecule pocket,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Nae1,NAE1,B_primary_reproducible,KO_promotes_maturation,-0.24422,3.05578,3.3,shared,proliferative,prehypertrophic,1.0,small-molecule pocket,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets; intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tcp1,TCP1,B_primary_reproducible,KO_promotes_maturation,-0.25092,2.54908,2.8,proliferative,proliferative,,,enzyme; hydrolase,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ppa1,PPA1,B_primary_reproducible,KO_promotes_maturation,-0.26333,3.03667,3.3,proliferative,hypertrophic,hypertrophic,,enzyme; hydrolase,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets; intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Hypk,HYPK,B_primary_reproducible,KO_promotes_maturation,-0.28407,2.51593,2.8,shared,proliferative,prehypertrophic,,small-molecule pocket,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
H2bc21,H2BC11,B_primary_reproducible,KO_promotes_maturation,-0.2921,2.5079,2.8,,,,2.0,small-molecule pocket,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Prelid1,PRELID1,B_primary_reproducible,KO_promotes_maturation,-0.29228,2.50772,2.8,shared,hypertrophic,prehypertrophic,,small-molecule pocket,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Lrr1,LRR1,B_primary_reproducible,KO_promotes_maturation,-0.29587,2.50413,2.8,proliferative,hypertrophic,proliferative,,small-molecule pocket,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Psmd2,PSMD2,B_primary_reproducible,KO_promotes_maturation,-0.31071,2.98929,3.3,shared,hypertrophic,prehypertrophic,1.0,enzyme,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets; intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Preb,PREB,B_primary_reproducible,KO_promotes_maturation,-0.38659,2.41341,2.8,shared,resting,prehypertrophic,,antibody-accessible,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Eif3g,EIF3G,B_primary_reproducible,KO_promotes_maturation,-0.50555,2.79445,3.3,shared,proliferative,resting,1.0,small-molecule pocket,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets; intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Yju2,YJU2,B_primary_reproducible,KO_promotes_maturation,-0.57308,2.22692,2.8,,,,,small-molecule pocket,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Gosr2,GOSR2,B_primary_reproducible,KO_promotes_maturation,-0.673,2.127,2.8,shared,hypertrophic,proliferative,,antibody-accessible,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Uxt,UXT,B_primary_reproducible,KO_promotes_maturation,-0.70277,2.09723,2.8,hypertrophic,hypertrophic,hypertrophic,,,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Mat2a,MAT2A,B_primary_reproducible,KO_promotes_maturation,-0.82089,2.47911,3.3,shared,resting,proliferative,,enzyme; transferase,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets; intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Kat8,KAT8,B_primary_reproducible,KO_promotes_maturation,-0.85725,2.44275,3.3,shared,proliferative,prehypertrophic,3.0,epigenetic; transferase,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets; chromatin/epigenetic machinery - broad transcriptional liability; intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Top1,TOP1,B_primary_reproducible,KO_promotes_maturation,-0.94049,3.38094,4.32143,hypertrophic,proliferative,hypertrophic,1.0,enzyme; isomerase,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets; available compounds carry black-box warnings; annotated proto-oncogene - oncogenic liability; multiple curated cancer hallmark roles; intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Polrmt,POLRMT,B_primary_reproducible,KO_promotes_maturation,-0.98273,2.31727,3.3,shared,hypertrophic,resting,,enzyme; transferase,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets; intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ttc27,TTC27,B_primary_reproducible,KO_promotes_maturation,-1.10006,1.69994,2.8,proliferative,proliferative,perichondrium,1.0,,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ss18l2,SS18L2,B_primary_reproducible,KO_promotes_maturation,-1.33223,1.46777,2.8,,,prehypertrophic,,,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Uba1,UBA1,B_primary_reproducible,KO_promotes_maturation,-1.42928,1.87072,3.3,hypertrophic,hypertrophic,resting,,enzyme; ligase,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets; intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tbcc,TBCC,B_primary_reproducible,KO_promotes_maturation,-1.43486,1.76514,3.2,shared,hypertrophic,resting,,,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets; intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Efl1,EFL1,B_primary_reproducible,KO_promotes_maturation,-1.47087,1.72913,3.2,,,,2.0,,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets; intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Uri1,URI1,B_primary_reproducible,KO_promotes_maturation,-1.57135,1.62865,3.2,shared,resting,hypertrophic,,,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets; intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
