mouse_gene,human_gene,crispr_tier,crispr_effect_class,total_score,score_positive,score_penalty,fg_zone_bias,mouse_zone_top,human_zone_top,height_n_loci,tractable_class,blacklist_reasons,desired_intervention_direction
Mitf,MITF,B_primary_reproducible,KO_promotes_maturation,1.249889884213011,2.549889884213011,1.3,hypertrophic,hypertrophic,resting,,small-molecule pocket,intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Gp1ba,GP1BA,B_primary_reproducible,KO_promotes_maturation,1.2130220280055648,2.513022028005565,1.3,hypertrophic,proliferative,hypertrophic,1.0,small-molecule pocket,intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Atp23,ATP23,B_primary_reproducible,KO_promotes_maturation,1.2047407717387697,2.5047407717387697,1.3,,,,9.0,antibody-accessible,flagged essential by Open Targets,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ptbp1,PTBP1,A_secondary_validated,KO_promotes_maturation,1.1911375409989269,3.991137540998927,2.8,shared,hypertrophic,perichondrium,,small-molecule pocket,pan-essential in DepMap (>50% of screens gene effect < -0.5); intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Niban1,NIBAN1,B_primary_reproducible,KO_promotes_maturation,1.1784722229323024,1.9784722229323024,0.8,,,,2.0,antibody-accessible,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Padi3,PADI3,B_primary_reproducible,KO_promotes_maturation,1.1740824498197744,2.4740824498197744,1.3,hypertrophic,resting,proliferative,,enzyme; hydrolase,intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Senp2,SENP2,B_primary_reproducible,KO_promotes_maturation,1.1724987911930402,2.4724987911930403,1.3,shared,hypertrophic,prehypertrophic,4.0,enzyme; protease,intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cfhr1,CFHR1,B_primary_reproducible,KO_promotes_maturation,1.123717132473956,1.923717132473956,0.8,,proliferative,,,antibody-accessible,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Map2k4,MAP2K4,B_primary_reproducible,KO_promotes_maturation,1.1210856710708463,2.842514242499418,1.7214285714285715,shared,proliferative,perichondrium,2.0,enzyme; kinase,annotated proto-oncogene - oncogenic liability; multiple curated cancer hallmark roles; intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Crisp4,CRISP1,B_primary_reproducible,KO_promotes_maturation,1.089903962713709,1.889903962713709,0.8,,proliferative,prehypertrophic,,antibody-accessible,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rab40b,RAB40B,B_primary_reproducible,KO_promotes_maturation,1.077694196082578,2.377694196082578,1.3,proliferative,proliferative,perichondrium,,antibody-accessible,intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Urod,UROD,A_secondary_validated,KO_promotes_maturation,1.0421637453938457,3.863592316822417,2.821428571428571,hypertrophic,hypertrophic,perichondrium,,enzyme; lyase,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Slc2a1,SLC2A1,B_primary_reproducible,KO_promotes_maturation,0.9480576905421136,3.4480576905421136,2.5,shared,resting,prehypertrophic,4.0,transporter,essential in a substantial minority of DepMap screens; intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Stat5a,STAT5A,B_primary_reproducible,KO_promotes_maturation,0.8904110766429816,2.5904110766429818,1.7000000000000002,proliferative,proliferative,resting,,small-molecule pocket,intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ube2g2,UBE2G2,B_primary_reproducible,KO_promotes_maturation,0.8053444771810643,2.0053444771810645,1.2000000000000002,shared,proliferative,perichondrium,1.0,enzyme; transferase,intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Crot,CROT,B_primary_reproducible,KO_promotes_maturation,0.5867824431581001,1.8867824431581,1.3,hypertrophic,hypertrophic,proliferative,1.0,transporter,intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
4930453N24Rik,C3orf38,B_primary_reproducible,KO_promotes_maturation,0.4987394012053348,2.098739401205335,1.6,hypertrophic,proliferative,prehypertrophic,1.0,antibody-accessible,essential in a substantial minority of DepMap screens,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Emc3,EMC3,B_primary_reproducible,KO_promotes_maturation,0.4759529883240532,3.275952988324053,2.8,shared,resting,resting,2.0,small-molecule pocket,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ppp2ca,PPP2CA,B_primary_reproducible,KO_promotes_maturation,0.2584042379287061,3.5798328093572773,3.321428571428571,shared,hypertrophic,hypertrophic,1.0,enzyme; phosphatase,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets; intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Nop58,NOP58,B_primary_reproducible,KO_promotes_maturation,0.2192924436339147,3.0192924436339146,2.8,proliferative,proliferative,proliferative,1.0,small-molecule pocket,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tubgcp5,TUBGCP5,B_primary_reproducible,KO_promotes_maturation,0.2055229111865992,3.005522911186599,2.8,shared,proliferative,proliferative,1.0,small-molecule pocket,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pi4kb,PI4KB,B_primary_reproducible,KO_promotes_maturation,0.2044636715368728,2.704463671536873,2.5,shared,hypertrophic,resting,1.0,enzyme; transferase,essential in a substantial minority of DepMap screens; intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cope,COPE,B_primary_reproducible,KO_promotes_maturation,-0.1003523744423766,2.699647625557623,2.8,proliferative,hypertrophic,hypertrophic,,antibody-accessible,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ykt6,YKT6,B_primary_reproducible,KO_promotes_maturation,-0.1195898557192367,2.680410144280763,2.8,shared,hypertrophic,prehypertrophic,,small-molecule pocket,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tomm20,TOMM20,B_primary_reproducible,KO_promotes_maturation,-0.1449058996394132,2.6550941003605866,2.8,proliferative,hypertrophic,prehypertrophic,3.0,small-molecule pocket,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Copb2,COPB2,B_primary_reproducible,KO_promotes_maturation,-0.1988503328963302,2.6011496671036696,2.8,shared,resting,prehypertrophic,,small-molecule pocket,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Nae1,NAE1,B_primary_reproducible,KO_promotes_maturation,-0.2442154426712344,3.0557845573287654,3.3,shared,proliferative,prehypertrophic,1.0,small-molecule pocket,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets; intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
H2bc21,H2BC11,B_primary_reproducible,KO_promotes_maturation,-0.2920989013695747,2.507901098630425,2.8,,,,2.0,small-molecule pocket,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Lrr1,LRR1,B_primary_reproducible,KO_promotes_maturation,-0.2958744986948196,2.50412550130518,2.8,proliferative,hypertrophic,proliferative,,small-molecule pocket,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Psmd2,PSMD2,B_primary_reproducible,KO_promotes_maturation,-0.3107093163123005,2.9892906836877,3.3,shared,hypertrophic,prehypertrophic,1.0,enzyme,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets; intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tcp1,TCP1,B_primary_reproducible,KO_promotes_maturation,-0.3175908043625801,2.48240919563742,2.8,proliferative,proliferative,,,enzyme; hydrolase,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ppa1,PPA1,B_primary_reproducible,KO_promotes_maturation,-0.3300004171703681,2.969999582829632,3.3,proliferative,hypertrophic,hypertrophic,,enzyme; hydrolase,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets; intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Hypk,HYPK,B_primary_reproducible,KO_promotes_maturation,-0.3507408677387227,2.449259132261277,2.8,shared,proliferative,prehypertrophic,,small-molecule pocket,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Prelid1,PRELID1,B_primary_reproducible,KO_promotes_maturation,-0.3589504341607989,2.441049565839201,2.8,shared,hypertrophic,prehypertrophic,,small-molecule pocket,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Preb,PREB,B_primary_reproducible,KO_promotes_maturation,-0.3865860475216935,2.4134139524783063,2.8,shared,resting,prehypertrophic,,antibody-accessible,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Eif3g,EIF3G,B_primary_reproducible,KO_promotes_maturation,-0.5722170911018716,2.727782908898128,3.3,shared,proliferative,resting,1.0,small-molecule pocket,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets; intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Yju2,YJU2,B_primary_reproducible,KO_promotes_maturation,-0.5730791802891599,2.22692081971084,2.8,,,,,small-molecule pocket,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Gosr2,GOSR2,B_primary_reproducible,KO_promotes_maturation,-0.6730044657002687,2.126995534299731,2.8,shared,hypertrophic,proliferative,,antibody-accessible,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Kat8,KAT8,B_primary_reproducible,KO_promotes_maturation,-0.8572458618500409,2.442754138149959,3.3,shared,proliferative,prehypertrophic,3.0,epigenetic; transferase,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets; chromatin/epigenetic machinery - broad transcriptional liability; intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Mat2a,MAT2A,B_primary_reproducible,KO_promotes_maturation,-0.8875600169991857,2.412439983000814,3.3,shared,resting,proliferative,,enzyme; transferase,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets; intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Top1,TOP1,B_primary_reproducible,KO_promotes_maturation,-0.9404880209350912,3.38094055049348,4.321428571428571,hypertrophic,proliferative,hypertrophic,1.0,enzyme; isomerase,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets; available compounds carry black-box warnings; annotated proto-oncogene - oncogenic liability; multiple curated cancer hallmark roles; intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Polrmt,POLRMT,B_primary_reproducible,KO_promotes_maturation,-1.0493918514761624,2.2506081485238374,3.3,shared,hypertrophic,resting,,enzyme; transferase,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets; intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Uba1,UBA1,B_primary_reproducible,KO_promotes_maturation,-1.429276619924377,1.8707233800756229,3.3,hypertrophic,hypertrophic,resting,,enzyme; ligase,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets; intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
